64,192,1058,5,0,0:0:0:0:
320,192,1058,1,0,0:0:0:0:
448,192,1058,1,0,0:0:0:0:
192,192,1260,1,0,0:0:0:0:
320,192,1328,1,0,0:0:0:0:
448,192,1328,1,0,0:0:0:0:
192,192,1463,1,0,0:0:0:0:
448,192,1733,1,0,0:0:0:0:
320,192,1868,1,0,0:0:0:0:
192,192,2003,1,0,0:0:0:0:
64,192,2138,1,0,0:0:0:0:
192,192,2138,1,0,0:0:0:0:
320,192,2340,1,0,0:0:0:0:
192,192,2408,1,0,0:0:0:0:
64,192,2408,1,0,0:0:0:0:
448,192,2543,1,0,0:0:0:0:
320,192,2678,1,0,0:0:0:0:
64,192,2678,1,0,0:0:0:0:
192,192,2813,1,0,0:0:0:0:
448,192,2948,1,0,0:0:0:0:
192,192,2948,1,0,0:0:0:0:
64,192,3218,1,0,0:0:0:0:
192,192,3218,1,0,0:0:0:0:
448,192,3218,1,0,0:0:0:0:
320,192,3420,1,0,0:0:0:0:
192,192,3488,1,0,0:0:0:0:
64,192,3488,1,0,0:0:0:0:
320,192,3623,1,0,0:0:0:0:
64,192,3893,1,0,0:0:0:0:
192,192,4028,1,0,0:0:0:0:
320,192,4163,1,0,0:0:0:0:
448,192,4298,1,0,0:0:0:0:
64,192,4298,1,0,0:0:0:0:
192,192,4500,1,0,0:0:0:0:
320,192,4568,1,0,0:0:0:0:
448,192,4568,1,0,0:0:0:0:
64,192,4703,1,0,0:0:0:0:
448,192,4838,1,0,0:0:0:0:
320,192,4905,1,0,0:0:0:0:
192,192,4973,1,8,0:0:0:0:
64,192,4973,1,0,0:0:0:0:
192,192,5006,1,8,0:0:0:0:
64,192,5006,1,0,0:0:0:0:
64,192,5040,1,0,0:0:0:0:
192,192,5040,1,8,0:0:0:0:
192,192,5074,1,8,0:0:0:0:
64,192,5074,1,0,0:0:0:0:
320,192,5108,1,0,0:0:0:0:
448,192,5108,1,0,0:0:0:0:
64,192,5243,1,0,0:0:0:0:
192,192,5378,1,0,0:0:0:0:
320,192,5378,1,0,0:0:0:0:
448,192,5378,1,0,0:0:0:0:
192,192,5580,1,0,0:0:0:0:
64,192,5648,1,0,0:0:0:0:
320,192,5648,1,0,0:0:0:0:
320,192,5850,1,0,0:0:0:0:
448,192,6053,1,0,0:0:0:0:
192,192,6188,1,0,0:0:0:0:
64,192,6188,1,0,0:0:0:0:
320,192,6323,1,0,0:0:0:0:
448,192,6458,1,0,0:0:0:0:
192,192,6458,1,0,0:0:0:0:
64,192,6660,1,0,0:0:0:0:
320,192,6660,1,0,0:0:0:0:
192,192,6863,1,0,0:0:0:0:
320,192,6863,1,0,0:0:0:0:
448,192,6998,1,0,0:0:0:0:
320,192,6998,1,0,0:0:0:0:
64,192,6998,1,0,0:0:0:0:
192,192,7133,1,0,0:0:0:0:
320,192,7268,1,0,0:0:0:0:
448,192,7268,1,0,0:0:0:0:
64,192,7403,1,0,0:0:0:0:
192,192,7538,1,0,0:0:0:0:
320,192,7538,1,0,0:0:0:0:
448,192,7538,1,0,0:0:0:0:
64,192,7740,1,0,0:0:0:0:
320,192,7808,1,0,0:0:0:0:
448,192,7808,1,0,0:0:0:0:
192,192,7943,1,0,0:0:0:0:
64,192,8078,1,0,0:0:0:0:
192,192,8078,1,0,0:0:0:0:
448,192,8078,1,0,0:0:0:0:
320,192,8213,1,0,0:0:0:0:
192,192,8348,1,0,0:0:0:0:
64,192,8348,1,0,0:0:0:0:
320,192,8483,1,0,0:0:0:0:
448,192,8618,1,0,0:0:0:0:
320,192,8618,1,0,0:0:0:0:
192,192,8618,1,0,0:0:0:0:
64,192,8753,1,0,0:0:0:0:
192,192,8786,1,0,0:0:0:0:
320,192,8820,1,0,0:0:0:0:
448,192,8854,1,0,0:0:0:0:
448,192,8888,1,0,0:0:0:0:
320,192,8888,1,0,0:0:0:0:
192,192,8888,1,0,0:0:0:0:
64,192,8888,1,8,0:0:0:0:
448,192,9023,1,0,0:0:0:0:
320,192,9056,1,0,0:0:0:0:
192,192,9090,1,0,0:0:0:0:
64,192,9124,1,0,0:0:0:0:
192,192,9158,1,0,0:0:0:0:
320,192,9158,1,0,0:0:0:0:
64,192,9158,1,0,0:0:0:0:
448,192,9158,1,8,0:0:0:0:
448,192,9293,1,0,0:0:0:0:
320,192,9360,1,0,0:0:0:0:
192,192,9428,1,0,0:0:0:0:
64,192,9495,1,0,0:0:0:0:
192,192,9563,1,0,0:0:0:0:
320,192,9630,1,0,0:0:0:0:
448,192,9698,1,0,0:0:0:0:
320,192,9698,1,8,0:0:0:0:
448,192,9833,1,0,0:0:0:0:
448,192,9968,1,0,0:0:0:0:
320,192,9968,1,0,0:0:0:0:
192,192,9968,1,0,0:0:0:0:
64,192,9968,1,8,0:0:0:0:
448,192,10103,1,0,0:0:0:0:
448,192,10238,1,0,0:0:0:0:
320,192,10238,1,8,0:0:0:0:
448,192,10373,1,0,0:0:0:0:
448,192,10508,1,0,0:0:0:0:
64,192,10508,1,8,0:0:0:0:
192,192,10508,1,0,0:0:0:0:
320,192,10508,1,0,0:0:0:0:
448,192,10643,1,0,0:0:0:0:
192,192,10778,1,8,0:0:0:0:
320,192,10778,1,0,0:0:0:0:
320,192,10913,1,0,0:0:0:0:
320,192,11048,1,0,0:0:0:0:
192,192,11048,1,0,0:0:0:0:
64,192,11048,1,8,0:0:0:0:
448,192,11048,1,0,0:0:0:0:
320,192,11183,1,0,0:0:0:0:
320,192,11318,1,8,0:0:0:0:
192,192,11318,1,0,0:0:0:0:
320,192,11453,1,0,0:0:0:0:
64,192,11588,1,0,0:0:0:0:
192,192,11588,1,8,0:0:0:0:
320,192,11588,1,0,0:0:0:0:
448,192,11588,1,0,0:0:0:0:
192,192,11723,1,8,0:0:0:0:
64,192,11723,1,0,0:0:0:0:
64,192,11858,1,8,0:0:0:0:
192,192,11858,1,0,0:0:0:0:
448,192,11858,1,0,0:0:0:0:
448,192,11858,1,0,0:0:0:0:
320,192,11858,1,0,0:0:0:0:
64,192,11993,1,0,0:0:0:0:
64,192,12128,1,0,0:0:0:0:
192,192,12128,1,8,0:0:0:0:
320,192,12128,1,0,0:0:0:0:
448,192,12128,1,0,0:0:0:0:
64,192,12263,1,0,0:0:0:0:
64,192,12398,1,0,0:0:0:0:
192,192,12398,1,8,0:0:0:0:
64,192,12533,1,0,0:0:0:0:
64,192,12668,1,0,0:0:0:0:
192,192,12668,1,0,0:0:0:0:
320,192,12668,1,0,0:0:0:0:
448,192,12668,1,8,0:0:0:0:
64,192,12803,1,0,0:0:0:0:
192,192,12938,1,8,0:0:0:0:
320,192,12938,1,0,0:0:0:0:
192,192,13073,1,0,0:0:0:0:
192,192,13208,1,8,0:0:0:0:
320,192,13208,1,0,0:0:0:0:
448,192,13208,1,0,0:0:0:0:
64,192,13208,1,0,0:0:0:0:
192,192,13343,1,0,0:0:0:0:
192,192,13478,1,8,0:0:0:0:
320,192,13478,1,0,0:0:0:0:
448,192,13478,1,0,0:0:0:0:
448,192,13613,1,0,0:0:0:0:
64,192,13680,1,0,0:0:0:0:
192,192,13680,1,0,0:0:0:0:
320,192,13680,1,8,0:0:0:0:
64,192,13815,1,0,0:0:0:0:
192,192,13883,1,0,0:0:0:0:
320,192,13883,1,0,0:0:0:0:
448,192,13883,1,8,0:0:0:0:
64,192,14018,1,0,0:0:0:0:
192,192,14018,1,0,0:0:0:0:
320,192,14018,1,8,0:0:0:0:
448,192,14018,1,0,0:0:0:0:
